Caso,Tamaño,TiempoDP (µs),MemoriaTotal (bytes)
Transposicion,951,32648,3625216
Aleatorio,952,35207,3632836
Palindromo,952,36166,3632836
Repetidos,952,47850,3632836
Casi Idéntico,952,6,196
Transposicion,952,31514,3632836
Aleatorio,953,32071,3640464
Palindromo,953,32836,3640464
Repetidos,953,50098,3640464
Casi Idéntico,953,7,196
Transposicion,953,31666,3640464
Aleatorio,954,38836,3648100
Palindromo,954,32956,3648100
Repetidos,954,48783,3648100
Casi Idéntico,954,5,196
Transposicion,954,31598,3648100
Aleatorio,955,32860,3655744
Palindromo,955,32564,3655744
Repetidos,955,49905,3655744
Casi Idéntico,955,7,196
Transposicion,955,33679,3655744
Aleatorio,956,34235,3663396
Palindromo,956,32537,3663396
Repetidos,956,46581,3663396
Casi Idéntico,956,5,196
Transposicion,956,31423,3663396
Aleatorio,957,33366,3671056
Palindromo,957,32951,3671056
Repetidos,957,48869,3671056
Casi Idéntico,957,7,196
Transposicion,957,32533,3671056
Aleatorio,958,32198,3678724
Palindromo,958,32919,3678724
Repetidos,958,51294,3678724
Casi Idéntico,958,6,196
Transposicion,958,31568,3678724
Aleatorio,959,32443,3686400
Palindromo,959,32730,3686400
Repetidos,959,48240,3686400
Casi Idéntico,959,6,196
Transposicion,959,32564,3686400
Aleatorio,960,36077,3694084
Palindromo,960,33765,3694084
Repetidos,960,51033,3694084
Casi Idéntico,960,5,196
Transposicion,960,33223,3694084
Aleatorio,961,35113,3701776
Palindromo,961,32163,3701776
Repetidos,961,48524,3701776
Casi Idéntico,961,6,196
Transposicion,961,33353,3701776
Aleatorio,962,33751,3709476
Palindromo,962,33211,3709476
Repetidos,962,49667,3709476
Casi Idéntico,962,5,196
Transposicion,962,32254,3709476
Aleatorio,963,34381,3717184
Palindromo,963,34136,3717184
Repetidos,963,49582,3717184
Casi Idéntico,963,8,196
Transposicion,963,33509,3717184
Aleatorio,964,34017,3724900
Palindromo,964,35731,3724900
Repetidos,964,55555,3724900
Casi Idéntico,964,6,196
Transposicion,964,34550,3724900
Aleatorio,965,35592,3732624
Palindromo,965,37144,3732624
Repetidos,965,52252,3732624
Casi Idéntico,965,9,196
Transposicion,965,32857,3732624
Aleatorio,966,35228,3740356
Palindromo,966,32246,3740356
Repetidos,966,48148,3740356
Casi Idéntico,966,6,196
Transposicion,966,34040,3740356
Aleatorio,967,33252,3748096
Palindromo,967,34329,3748096
Repetidos,967,50771,3748096
Casi Idéntico,967,8,196
Transposicion,967,33133,3748096
Aleatorio,968,34507,3755844
Palindromo,968,33942,3755844
Repetidos,968,48583,3755844
Casi Idéntico,968,6,196
Transposicion,968,32634,3755844
Aleatorio,969,32540,3763600
Palindromo,969,34162,3763600
Repetidos,969,51285,3763600
Casi Idéntico,969,18,196
Transposicion,969,34739,3763600
Aleatorio,970,34172,3771364
Palindromo,970,33781,3771364
Repetidos,970,50056,3771364
Casi Idéntico,970,6,196
Transposicion,970,34183,3771364
Aleatorio,971,36354,3779136
Palindromo,971,32815,3779136
Repetidos,971,47092,3779136
Casi Idéntico,971,12,196
Transposicion,971,31964,3779136
Aleatorio,972,33489,3786916
Palindromo,972,34632,3786916
Repetidos,972,53301,3786916
Casi Idéntico,972,7,196
Transposicion,972,31417,3786916
Aleatorio,973,35027,3794704
Palindromo,973,33391,3794704
Repetidos,973,49919,3794704
Casi Idéntico,973,12,196
Transposicion,973,32769,3794704
Aleatorio,974,35259,3802500
Palindromo,974,34744,3802500
Repetidos,974,51101,3802500
Casi Idéntico,974,5,196
Transposicion,974,33609,3802500
Aleatorio,975,35841,3810304
Palindromo,975,33526,3810304
Repetidos,975,50907,3810304
Casi Idéntico,975,6,196
Transposicion,975,32970,3810304
Aleatorio,976,34413,3818116
Palindromo,976,34518,3818116
Repetidos,976,56697,3818116
Casi Idéntico,976,5,196
Transposicion,976,36649,3818116
Aleatorio,977,38115,3825936
Palindromo,977,40175,3825936
Repetidos,977,61055,3825936
Casi Idéntico,977,8,196
Transposicion,977,37181,3825936
Aleatorio,978,36031,3833764
Palindromo,978,42882,3833764
Repetidos,978,52536,3833764
Casi Idéntico,978,6,196
Transposicion,978,35609,3833764
Aleatorio,979,35735,3841600
Palindromo,979,35676,3841600
Repetidos,979,52324,3841600
Casi Idéntico,979,8,196
Transposicion,979,34963,3841600
Aleatorio,980,38471,3849444
Palindromo,980,35399,3849444
Repetidos,980,51542,3849444
Casi Idéntico,980,6,196
Transposicion,980,35248,3849444
Aleatorio,981,37164,3857296
Palindromo,981,35457,3857296
Repetidos,981,54883,3857296
Casi Idéntico,981,10,196
Transposicion,981,36381,3857296
Aleatorio,982,40449,3865156
Palindromo,982,35648,3865156
Repetidos,982,56285,3865156
Casi Idéntico,982,7,196
Transposicion,982,36144,3865156
Aleatorio,983,37639,3873024
Palindromo,983,35489,3873024
Repetidos,983,53878,3873024
Casi Idéntico,983,12,196
Transposicion,983,33934,3873024
Aleatorio,984,36479,3880900
Palindromo,984,36094,3880900
Repetidos,984,50434,3880900
Casi Idéntico,984,15,196
Transposicion,984,35703,3880900
Aleatorio,985,35698,3888784
Palindromo,985,35939,3888784
Repetidos,985,51730,3888784
Casi Idéntico,985,9,196
Transposicion,985,34057,3888784
Aleatorio,986,35726,3896676
Palindromo,986,36015,3896676
Repetidos,986,54394,3896676
Casi Idéntico,986,5,196
Transposicion,986,34344,3896676
Aleatorio,987,36123,3904576
Palindromo,987,34769,3904576
Repetidos,987,55138,3904576
Casi Idéntico,987,8,196
Transposicion,987,35080,3904576
Aleatorio,988,36065,3912484
Palindromo,988,37071,3912484
Repetidos,988,53298,3912484
Casi Idéntico,988,6,196
Transposicion,988,35786,3912484
Aleatorio,989,36241,3920400
Palindromo,989,36440,3920400
Repetidos,989,52927,3920400
Casi Idéntico,989,9,196
Transposicion,989,34187,3920400
Aleatorio,990,37177,3928324
Palindromo,990,38347,3928324
Repetidos,990,58087,3928324
Casi Idéntico,990,6,196
Transposicion,990,37696,3928324
Aleatorio,991,37974,3936256
Palindromo,991,39149,3936256
Repetidos,991,57297,3936256
Casi Idéntico,991,9,196
Transposicion,991,37591,3936256
Aleatorio,992,44317,3944196
Palindromo,992,39073,3944196
Repetidos,992,57447,3944196
Casi Idéntico,992,6,196
Transposicion,992,38462,3944196
Aleatorio,993,36991,3952144
Palindromo,993,36652,3952144
Repetidos,993,59247,3952144
Casi Idéntico,993,7,196
Transposicion,993,39242,3952144
Aleatorio,994,38624,3960100
Palindromo,994,38064,3960100
Repetidos,994,55441,3960100
Casi Idéntico,994,5,196
Transposicion,994,33985,3960100
Aleatorio,995,36878,3968064
Palindromo,995,35903,3968064
Repetidos,995,54021,3968064
Casi Idéntico,995,7,196
Transposicion,995,35111,3968064
Aleatorio,996,33860,3976036
Palindromo,996,35512,3976036
Repetidos,996,55816,3976036
Casi Idéntico,996,6,196
Transposicion,996,35569,3976036
Aleatorio,997,37789,3984016
Palindromo,997,38356,3984016
Repetidos,997,57697,3984016
Casi Idéntico,997,9,196
Transposicion,997,35661,3984016
Aleatorio,998,38033,3992004
Palindromo,998,37364,3992004
Repetidos,998,56253,3992004
Casi Idéntico,998,7,196
Transposicion,998,34669,3992004
Aleatorio,999,38161,4000000
Palindromo,999,36677,4000000
Repetidos,999,52030,4000000
Casi Idéntico,999,7,196
Transposicion,999,34346,4000000
Aleatorio,1000,36133,4008004
Palindromo,1000,38397,4008004
Repetidos,1000,55397,4008004
Casi Idéntico,1000,5,196
Transposicion,1000,34209,4008004
